Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri**Ma,nmo:hasMint^^uri**Mi,nmo:hasDenomination^^uri**De,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight**We,nmo:hasMinDiameter**DMi,nmo:hasMaxDiameter**DMa,nmo:hasDie^^blank**Di,Di__nmo:hasAxis,nmo:hasObverse^^blank**Ob,nmo:hasReverse^^blank**Re,Ob__rdfs:comment,Re__rdfs:comment,Ob__nmo:hasWear**WF,Re__nmo:hasWear**WB,Ob__nmo:hasCorrosion**CF,Re__nmo:hasCorrosion**CB,Ob__nmo:hasLegend
afe:9890,gaz:2052314,nm:av,nm:ostia,nm:ae2,M/D//COMOB,SE (Wertz 168.2),1.48,21.49,20.4,1,1.0,1,1,RS: OP [   ]| weibl. F. sitzend n. r.,"Zwei sich greifende Hände, die einen Caduceus und zwei Kornähren halten. C[. ].",3.0,0.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9891,gaz:2050236,nm:ae,nm:londinium,nm:follis,-/-//(gamma)SIS,TIA_V,3.1,18.1,21.12,1,4.0,1,1,AVRELIVS CAESAR AVG P II [F].,unkenntlich,0.0,1.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9892,gaz:2049900,nm:ar,nm:alexandreia_egypt,nm:siliqua,-/-//B,TIA_V,1.06,20.9,20.9,1,7.0,1,1,Obv. in einem ^Klumpen^ eingebacken,Punkt am oberen Abschluss des Bogenornaments.,1.0,4.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9893,gaz:2044338,nm:ar,nm:sirmium,nm:reduced_siliqua,R/F//?,TIA_V,1.16,17.5,21.8,1,1.0,1,1,DN [?] IVII-TIVIII II VC,Pax,2.0,2.0,4.0,4.0,...CO - NS...
afe:9894,gaz:2044341,nm:av,nm:narbo,nm:antoninianus,-/-//Z,Vs.: Kranz,22.63,1.8,18.6,1,8.0,1,1,DIVA FAVSTINA PIA.,COS I[II].,3.0,4.0,5.0,1.0,...CO - NS...
afe:9895,gaz:2050078,nm:ae,nm:colonia_patricia,nm:quarter-stater,-/?//ALE,CAESAR,26.14,16.2,21.16,1,12.0,1,1,Büste n. r. mit Strkr.,Victoria n. l.? [   |OV.,3.0,5.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9896,gaz:2044281,nm:billon,nm:emisa,nm:double-sestertius,__IV,SE (Wertz 168.2),24.29,20.4,21.91,1,4.0,1,1,Kopf n. r. (m. Lrbkr.).,PRINC,2.0,2.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9897,gaz:2050007,nm:billon,nm:colonia_claudia_ara_agrippinensium,nm:antoninianus,-/-//II,SE (Wertz 168.2),0.13,18.2,35.0,1,1.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,[AVGVSTA].,1.0,1.0,2.0,1.0,...CO - NS...
afe:9898,gaz:2050030,nm:ae,nm:siscia,nm:quinarius,-/S//SMK,CAESAR,1.74,21.49,14.0,1,6.0,1,1,COMMANTNP [FEL AVG BRIT].,[HILA]RIT[AS].,2.0,1.0,5.0,4.0,...CO - NS...
afe:9899,gaz:2050007,nm:ae,nm:rome,nm:roman_medallion,H/-//-,Vs.: Kranz,2.05,18.7,21.4,1,6.0,1,1,FAUSTINA AUGUSTA AUG PII F.,"Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",2.0,3.0,1.0,3.0,...CO - NS...
afe:9900,gaz:2133298,nm:av,nm:pella_macedon,nm:ae1,-/-//SMN,Vs.: Kranz,6.12,19.0,28.84,1,4.0,1,1,Kopf n. r. [. ]NTONINVS.,"Reiter n. l., davor vierspeichiges Rad",2.0,2.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9901,gaz:2052804,nm:av,nm:lugdunum,nm:aureus,-/-//N,?,22.36,19.6,22.8,1,11.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,MTAC COS III SAI AVG,3.0,3.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9902,gaz:2049900,nm:ae,nm:sirmium,nm:quarter-stater,SMN(Gamma),SE (Wertz 168.2),2.08,21.31,21.36,1,7.0,1,1,Buchstabe L,"Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",3.0,4.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9903,gaz:2049906,nm:ae,nm:carthage,nm:ae1,-/*//COMOB,SE (Wertz 168.2),4.49,30.8,18.6,1,12.0,1,1,HADRIANVS AVGVSTVS. Barhäuptige Büste des Kaisers n. r.,weibl. Gestalt steht n. l. am Altar m. erhob. l. Arm.,3.0,3.0,1.0,1.0,...CO - NS...
afe:9904,gaz:2044675,nm:ar,nm:ostia,nm:ae2,-/-//AQP,SE (Wertz 168.2),2.81,15.1,21.12,1,4.0,1,1,Büste mit Ägis.,sitz. Gestalt n. l.,4.0,3.0,2.0,3.0,...CO - NS...
afe:9905,gaz:2044675,nm:av,nm:siscia,nm:semis,C/R//PLG,Vs.: Kranz,1.43,15.0,21.0,1,12.0,1,1,DIVA FAVSTINA.,Punkt über Lilie.,4.0,5.0,3.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9906,gaz:2137454,nm:ar,nm:tarraco,nm:semis,?/-//.SIS.,?,9.5,24.7,35.0,1,7.0,1,1,Büste der Faustina I. oder II. r.,Pontifikalgeräte.,4.0,1.0,4.0,3.0,...CO - NS...
afe:9907,gaz:2052314,nm:av,nm:berytus,nm:sestertius,-/-/CONOB,SE (Wertz 168.2),24.47,28.6,22.43,1,11.0,1,1,HADRIANVS-AVGCOSIIIPP.,VICTORI-A AVCCC(Gamma),2.0,0.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9908,gaz:2044775,nm:ar,nm:laodiceia_ad_mare,nm:as,-/-/COMOB,?,6.62,20.8,21.25,1,1.0,1,1,ANTONINVS [AVG PIVS P P].,Rs. Victoria beschreibt Schild,1.0,5.0,4.0,1.0,...CO - NS...
afe:9909,gaz:2769681,nm:ar,nm:cyzicus,nm:solidus,-/-//(Gamma)SIS,TIA_V,2.01,21.36,20.89,1,5.0,1,1,bärt. Kopf n. r. m. Strkr.,"steh. Gestalt n. l., r. Altar (?). VAD(spiegelverkehrt)?(spiegelverkehrt)TNIIN-D(spiegelverkehrt)IN[  ]IOV",5.0,0.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9910,gaz:2049750,nm:billon,nm:narbo,nm:siliqua,-/-//TR,SE (Wertz 168.2),3.23,21.49,21.36,1,7.0,1,1,Kopf n. r. m. Strkr.,Pax,3.0,3.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9911,gaz:2044318,nm:av,nm:ticinum,nm:double-sestertius,S/F//ARLS,TIA_V,1.69,20.8,16.0,1,4.0,1,1,Kopf n. r. [   ]NVS-AV[.  ].,(Rezent?) geritzt auf Vs. und Rs.,4.0,1.0,4.0,2.0,...CO - NS...
afe:9912,gaz:2049740,nm:ar,nm:heracleia_thracica,nm:reduced_siliqua,-/-//concord,CAESAR,1.19,28.6,22.8,1,12.0,1,1,"CAESAR AVG F DOMITIANVS, Kopf r.",sitz. Gestalt n. l.,2.0,0.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9913,gaz:2050006,nm:billon,nm:treveri,nm:quinarius,r/-//ALEB,Vs.: Kranz,4.26,18.4,20.9,1,4.0,1,1,ANTONINVS AVG PIVS P P TR P. Kopf n. r. m. Lrbkr.,Pax,3.0,4.0,1.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9914,gaz:2049906,nm:ar,nm:commagene,nm:aureus,L/Delta//-,Vs.: Kranz,2.84,21.91,21.4,1,2.0,1,1,Kopf n. r. (m. Lrbkr.).,"Adler, Kopf n. l.",5.0,3.0,2.0,2.0,...CO - NS...
afe:9915,gaz:2049594,nm:av,nm:mediolanum,nm:solidus,-/-//COM,TIA_V,2.25,21.7,14.0,1,8.0,1,1,GALLIENVS P F AVG,CONSECRATIO.,2.0,0.0,4.0,3.0,...CO - NS...
afe:9916,gaz:2044751,nm:av,nm:colonia_patricia,nm:solidus,-/-//Z,?,3.4,18.5,16.0,1,11.0,1,1,Kopf n. r. (m. Lrbkr.).,"Minerva n. l. m. Blitz u. Speer, r. am Boden Schild. IMPXVCOSXIIIICENSPPP. vgl. RIC 37.",0.0,0.0,3.0,5.0,...CO - NS...
afe:9917,gaz:2044780,nm:av,nm:nicomedia,nm:drachma,M/-//A[ ]I[  ]*,TIA_V,2.37,21.73,20.4,1,1.0,1,1,DIVA FAVSTINA PIA.,DAIVS AVCVSTI,3.0,2.0,3.0,5.0,...CO - NS...
afe:9918,gaz:2044319,nm:ar,nm:ostia,nm:quinarius,-/-//SCON,TIA_V,2.27,21.59,21.49,1,6.0,1,1,Vs. drap. Büste n. r. Pseudobuchstaben.,"stark abgenutzter Stempel, flaue Prägung.",4.0,5.0,5.0,5.0,...CO - NS...
afe:9919,gaz:2044675,nm:ar,nm:nicomedia,nm:dupondius,-/-//N,SE (Wertz 168.2),20.22,14.9,18.3,1,4.0,1,1,ANTONINVS AVG PIVS P P TR P. Kopf n. r. m. Lrbkr.,VICTORI-A AVCCC(Gamma),3.0,1.0,5.0,4.0,...CO - NS...
afe:9920,gaz:2052804,nm:av,nm:emisa,nm:miliarensis,-/-//TRS,SE (Wertz 168.2),3.05,16.9,21.16,1,6.0,1,1,(...) FEL AVG (...),V.: [   ]RVS-P[   ].,4.0,5.0,3.0,5.0,...CO - NS...
afe:9921,gaz:2044912,nm:ar,nm:arelate,nm:solidus,-/-//A,?,10.19,1.8,19.0,1,8.0,1,1,IMP CAE L SEP SEV PERT AVG COS II,Spes/Elpis steht m. Blume n. l. B im Felde rechts.,2.0,5.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9922,gaz:2050242,nm:ar,nm:lycia,nm:denarius,-/-//PLG,Vs.: Kranz,4.72,22.1,27.0,1,4.0,1,1,ANTONINVS [AVG PIVS P P].,st. weib. Figur n. l.,3.0,1.0,2.0,1.0,...CO - NS...
afe:9923,gaz:2315108,nm:ar,nm:treveri,nm:ae3,?/-//TES,Vs.: Kranz,9.69,18.4,20.4,1,1.0,1,1,L VERVS AVG ARM PARTH MAX.,P M TR P XIII] IMP VIII COS V P [P].,1.0,4.0,5.0,1.0,...CO - NS...
afe:9924,gaz:2050022,nm:ae,nm:heracleia_thracica,nm:quarter-stater,-/-//AQP,?,8.1,18.6,20.5,1,1.0,1,1,Kopf n. r. m. Strkr.,Fides n. l. zwischen zwei Feldzeichen| P M TR P XVIII COS IIII P P,2.0,2.0,2.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9925,gaz:2049900,nm:ae,nm:constantinople,nm:denarius,-/*//TRP,SE (Wertz 168.2),4.9,24.1,21.4,1,12.0,1,1,etwa VN ZENO REN PAVFC,"TR POT COS II CONCOR, Concordia sitzend mit Patera und Doppelfüllhorn.",4.0,0.0,2.0,3.0,...CO - NS...
afe:9926,gaz:2044912,nm:billon,nm:mediolanum,nm:as,R/V//COMOB,TIA_V,11.82,21.36,22.11,1,8.0,1,1,in einem ^Klumpen^ eingebacken.,PONT MAX...,1.0,5.0,2.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9927,gaz:2048655,nm:ar,nm:viminacium,nm:roman_medallion,XI__,CAESAR,2.6,22.05,28.0,1,5.0,1,1,Vs. drap. Büste n. r. Pseudobuchstaben.,weibl. Gestalt steht n. l. am Altar m. erhob. l. Arm.,2.0,3.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9928,gaz:2049603,nm:ar,nm:berytus,nm:quarter-stater,-/-//(Epsilon) on XXI,Vs.: Kranz,2.6,17.6,21.36,1,8.0,1,1,FAVSTINA A[VGVSTA].,PRINC,2.0,1.0,1.0,3.0,...CO - NS...
afe:9929,gaz:2049594,nm:ar,nm:constantinople,nm:stater,-/-//€SIS,CAESAR,7.24,16.7,15.3,1,7.0,1,1,V.: [   ]RVS-P[   ].,weibl. Gestalt steht n. l. am Altar m. erhob. l. Arm.,0.0,4.0,2.0,3.0,...CO - NS...
afe:9930,gaz:2049928,nm:ae,nm:laodiceia_ad_mare,nm:aureus,-/-//MKV,CAESAR,2.81,16.0,22.8,1,5.0,1,1,Kopf r. mit Lorbeerkranz? Rev. in einem ^Klumpen^ eingebacken.,IMP CAESAR VESPASIANVS AVG K. r.COS V PON MAX Caduceus,5.0,3.0,1.0,1.0,...CO - NS...
afe:9931,gaz:2137454,nm:billon,nm:colonia_claudia_ara_agrippinensium,nm:follis,-/Q//-,SE (Wertz 168.2),5.92,24.1,22.05,1,4.0,1,1,Kopf n. r. m. Strkr.,[  ]AXIME[  ].,0.0,5.0,3.0,5.0,...CO - NS...
afe:9932,gaz:2044750,nm:ar,nm:constantinople,nm:tetradrachm,?/-//TES,SE (Wertz 168.2),2.58,21.55,21.59,1,12.0,1,1,DNVALENS-[   ].,Verschränkte Hände.,1.0,2.0,3.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9933,gaz:2044339,nm:av,nm:colonia_patricia,nm:semis,-/N//-,?,3.27,22.0,21.86,1,6.0,1,1,bärt. Kopf n. r. [.  ]P.,steh. weibl. Gestalt n. l. m. Zepter.,4.0,5.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9934,gaz:2044775,nm:ar,nm:laodiceia_ad_mare,nm:ae3,-/-/COMOB,TIA_V,2.63,21.31,22.11,1,4.0,1,1,DIVUS ANTONINVS.,weibl. Gestalt steht n. l. am Altar m. erhob. l. Arm.,0.0,2.0,5.0,3.0,...CO - NS...
afe:9935,gaz:2049608,nm:av,nm:antiocheia_syria,nm:semis,-/-//TROBS,?,3.53,22.11,28.84,1,6.0,1,1,FAUSTINA AUGUSTA AUG PII F.,[HILA]RIT[AS].,1.0,4.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9936,gaz:2048980,nm:ae,nm:arelate,nm:follis,-/Q//-,TIA_V,1.95,23.9,1.6,1,4.0,1,1,FAVSTINA A[VGVSTA].,SA[LVTI] AVG COS,3.0,5.0,4.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9937,gaz:2044332,nm:ar,nm:cyzicus,nm:as,-/Q//-,SE (Wertz 168.2),0.49,24.6,18.3,1,11.0,1,1,"Kopf n. r. [  ]VESP[  ] oberhalb des Kopfes, gegen den Uhrzeigersinn.","stark abgenutzter Stempel, flaue Prägung.",1.0,2.0,4.0,1.0,...CO - NS...
afe:9938,gaz:2049603,nm:ae,nm:nicomedia,nm:aureus,-/-//PLG,TIA_V,3.86,23.0,19.0,1,4.0,1,1,Legendenbruchstück ...IVS ... erkennbar,Victoria n. l.? [   |OV.,1.0,3.0,4.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9939,gaz:2049603,nm:av,nm:heracleia_thracica,nm:double-sestertius,S/F//RT,CAESAR,3.72,24.7,28.0,1,2.0,1,1,drap.Büste m. Krbkr. n. r. AVOVSO-IVSVIIVO.,"ETOYC I delta YpiATOY, 2 Kitharen, dazw. Punkt, oben Eule| Vgl. SNG Aulock 4265.",4.0,1.0,3.0,1.0,...CO - NS...
afe:9940,gaz:2048980,nm:ar,nm:narbo,nm:quarter-stater,-/-/COMOB,CAESAR,2.53,21.4,21.91,1,8.0,1,1,[  ](CA)ESAR[  ].,PVD[ICITIA].,4.0,2.0,2.0,5.0,...CO - NS...
afe:9941,gaz:2052742,nm:ae,nm:ticinum,nm:ae1,-/XI//-,CAESAR,1.79,22.0,15.3,1,4.0,1,1,"Kopf r. belorbeert, Rev. in einem ^Klumpen^ eingebacken.",[TR] POT COS II.,3.0,1.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9942,gaz:2050030,nm:billon,nm:treveri,nm:solidus,-/-//PLG,CAESAR,3.38,17.4,21.4,1,7.0,1,1,[M] ANTONINVS AVG TR P XXIII.,DAIVS AVCVSTI,2.0,1.0,5.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9943,gaz:2044281,nm:ar,nm:commagene,nm:as,-/-//TROBS,CAESAR,4.73,24.1,20.89,1,11.0,1,1,[  ](CA)ESAR[  ].,Pontifikalgeräte.,0.0,3.0,5.0,2.0,...CO - NS...
afe:9944,gaz:2137454,nm:billon,nm:commagene,nm:miliarensis,S/F//GammaSIS*,Vs.: Kranz,1.08,19.4,23.0,1,11.0,1,1,in einem ^Klumpen^ eingebacken.,steh. weibl. Gestalt m. erhob. R. u. Zepter.,1.0,1.0,3.0,4.0,...CO - NS...
afe:9945,gaz:2769681,nm:billon,nm:heracleia_thracica,nm:double-sestertius,-/-//P,TIA_V,7.7,22.05,20.89,1,12.0,1,1,Brustb. d. Faustina DIVA FAVSTINA|,unkenntlich.,1.0,4.0,5.0,3.0,...CO - NS...
afe:9946,gaz:2049906,nm:billon,nm:caesaraugusta,nm:sestertius,-/-//MT,CAESAR,4.72,24.7,21.16,1,6.0,1,1,HADRIANVS AVGVSTVS. Barhäuptige Büste des Kaisers n. r.,Vs. und Rs. zeigen Kopf.,2.0,4.0,4.0,3.0,...CO - NS...
afe:9947,gaz:2050236,nm:av,nm:treveri,nm:solidus,-/-//SCON,?,2.49,23.9,21.73,1,5.0,1,1,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]","Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",2.0,5.0,1.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9948,gaz:2049900,nm:ae,nm:arelate,nm:sestertius,(* on D)/S//DeltaSISC,?,0.41,14.9,22.11,1,5.0,1,1,NERO CAESAR AVGVSTVS K. r.SALVS sitzt n. l.,Rs. Victoria beschreibt Schild,0.0,0.0,4.0,5.0,...CO - NS...
afe:9949,gaz:2044341,nm:av,nm:nicomedia,nm:as,Z/-//-,TIA_V,2.77,18.1,21.4,1,5.0,1,1,Kopf n. r. (m. Lrbkr.).,steh. GEstalt n. l.m. Füllhorn. [   ]IIIIC[   ]?,5.0,2.0,3.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9950,gaz:2050073,nm:billon,nm:siscia,nm:miliarensis,-/-//SMNA,Vs.: Kranz,4.96,22.1,21.25,1,5.0,1,1,IMP T AEL CAES [HADR ANTONINVS].,zum Teil keine Buchstaben des lateinischen Alphabets,0.0,5.0,3.0,5.0,...CO - NS...
afe:9951,gaz:2052787,nm:av,nm:lugdunum,nm:quinarius,C/R//PLG,?,23.4,21.49,35.0,1,8.0,1,1,Kopf r. belorbeert,sitz. Gestalt n. l.,3.0,1.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9952,gaz:2044769,nm:ar,nm:emisa,nm:solidus,M/D//COMOB,TIA_V,5.38,1.8,22.05,1,6.0,1,1,Drapierung an linker Schulter.,Pax,0.0,1.0,5.0,4.0,...CO - NS...
afe:9953,gaz:2050030,nm:billon,nm:sirmium,nm:drachma,T/F//ART,TIA_V,0.86,16.9,21.55,1,4.0,1,1,DN [?] IVII-TIVIII II VC,"Minerva n. l. m. Blitz u. Speer, r. am Boden Schild. IMPXVCOSXIIIICENSPPP. vgl. RIC 37.",2.0,4.0,1.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9954,gaz:2049750,nm:ae,nm:mogontiacum,nm:siliqua,(Gamma)/-//SMHA,TIA_V,3.55,22.05,22.0,1,6.0,1,1,[IMP CAE]SAR TRAIAN [HADRIANVS AVG].,Mars n. l. mit Speer,2.0,0.0,4.0,3.0,...CO - NS...
afe:9955,gaz:2049928,nm:av,nm:tripolis_phoenicia,nm:double-sestertius,T/F//ART,TIA_V,2.0,20.8,20.9,1,5.0,1,1,IMPCAESDOMITAVG-GERMPMTRPVIII.,PVD[ICITIA].,4.0,5.0,2.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9956,gaz:2117972,nm:ae,nm:ravenna,nm:miliarensis,R/M//COMOB,SE (Wertz 168.2),4.87,17.7,14.0,1,1.0,1,1,Kopf n. r. m. Lrbkr. AVIITOVIIFOVIXIIAVOII.,st. weib. Figur n. l.,5.0,2.0,4.0,4.0,...CO - NS...
afe:9957,gaz:2044667,nm:ae,nm:lycia,nm:tetradrachm,-/-//PLG,?,14.62,19.4,22.11,1,8.0,1,1,IMPCAESDOMITAVG-GERMPMTRPVIII.,RS: OP [   ]| weibl. F. sitzend n. r.,0.0,0.0,4.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9958,gaz:2050078,nm:ae,nm:pella_macedon,nm:semis,-/€//ANT,CAESAR,1.84,18.8,21.24,1,4.0,1,1,bärt. Kopf n. r.,weibl. Figur n. l. stehend,2.0,0.0,4.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9959,gaz:2138050,nm:av,nm:nicomedia,nm:double-sestertius,(* on D)/S//DeltaSISC,?,17.56,24.1,14.0,1,12.0,1,1,Buchstabe L,Verschränkte Hände.,0.0,2.0,1.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9960,gaz:2050235,nm:ar,nm:ostia,nm:stater,-/-//P,CAESAR,10.55,21.73,20.5,1,11.0,1,1,FAVSTINA [AVGUSTA].,PRINC,0.0,5.0,5.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9961,gaz:2052804,nm:ar,nm:constantinople,nm:ae3,-/-//MDPS,SE (Wertz 168.2),4.66,19.4,1.6,1,7.0,1,1,L VERVS AVG ARM PARTH MAX.,TR POT COS II.,0.0,1.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9962,gaz:2044338,nm:billon,nm:nicomedia,nm:siliqua,-/-//[-]K(delta),Vs.: Kranz,5.85,32.3,22.05,1,2.0,1,1,Kopf n. r. [. ]NTONINVS.,I [   ] IIII,1.0,0.0,1.0,5.0,...CO - NS...
afe:9963,gaz:2044769,nm:billon,nm:rome,nm:roman_medallion,-/N//-,?,3.55,16.2,20.4,1,7.0,1,1,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",(Rezent?) geritzt auf Vs. und Rs.,2.0,0.0,2.0,5.0,...CO - NS...
afe:9964,gaz:2049740,nm:billon,nm:tripolis_phoenicia,nm:ae3,-/-//R(Zeichen)(Gamma),?,22.36,18.1,21.55,1,12.0,1,1,in einem ^Klumpen^ eingebacken.,Legendenbruchstück ...IVS ... erkennbar,2.0,1.0,2.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9965,gaz:2048980,nm:ae,nm:ticinum,nm:quarter-stater,L/D//COMOB,CAESAR,2.51,32.4,21.36,1,2.0,1,1,Drapierung an linker Schulter.,steh. weibl. Gestalt n. l. m. Zepter.,0.0,0.0,3.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9966,gaz:2050243,nm:ar,nm:tarraco,nm:sestertius,-/-//V,CAESAR,3.67,21.0,18.6,1,6.0,1,1,Kopf n. r. m. Lrbkr. AVIITOVIIFOVIXIIAVOII.,sitz. Gestalt n. l.,5.0,0.0,2.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9967,gaz:2044775,nm:ae,nm:tripolis_phoenicia,nm:quinarius,[ ]SIRM,CAESAR,24.18,18.0,21.8,1,4.0,1,1,"HADRIANVS-AVGVSTVS. Büste n. l. m. Lrbrkr., Drapierung an l. Schulter.",I [   ] IIII,0.0,4.0,3.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9968,gaz:2050243,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:stater,-/-//ST,TIA_V,13.45,22.11,16.0,1,8.0,1,1,Büste n. r. mit Strkr.,steh. männl. Gestalt.,5.0,4.0,1.0,5.0,...CO - NS...
afe:9969,gaz:2044782,nm:ar,nm:arelate,nm:dupondius,R/M/COMOB,?,1.59,17.3,22.11,1,12.0,1,1,DIVVS [ANTONINVS].,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",0.0,2.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9970,gaz:2052314,nm:av,nm:nicomedia,nm:ae1,S/-//-,?,10.25,21.73,20.4,1,1.0,1,1,Kopf n. r. m. Lrbkr.,steh. weibl. Gestalt n. l.,1.0,4.0,1.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9971,gaz:2049594,nm:ar,nm:nicomedia,nm:reduced_siliqua,-/-//II,CAESAR,4.346,22.0,21.4,1,11.0,1,1,IMP CAE L SEP SEV PERT AVG COS II,steh. Gestalt n. l. m. Füllhorn. AV[. ].,0.0,3.0,4.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:9972,gaz:2044319,nm:billon,nm:arelate,nm:roman_medallion,*/-//-,SE (Wertz 168.2),9.61,18.7,35.0,1,4.0,1,1,FAVSTINA [AVGUSTA].,steh. Gestalt n. l. m. Füllhorn. AV[. ].,3.0,3.0,1.0,3.0,...CO - NS...
